code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
BBg4.,,LYMPHOMA,,"[M]Malignant lymphoma, stem cell type",Long-term condition
BBg5.,,LYMPHOMA,,"[M]Malignant lymphoma, convoluted cell type NOS",Long-term condition
BBg6.,,LYMPHOMA,,[M]Lymphosarcoma NOS,Long-term condition
BBg7.,,LYMPHOMA,,"[M]Malignant lymphoma, lymphoplasmacytoid type",Long-term condition
BBg8.,,LYMPHOMA,,"[M]Malignant lymphoma, immunoblastic type",Long-term condition
BBg9.,,LYMPHOMA,,"[M]Malignant lymphoma, mixed lymphocytic-histiocytic NOS",Long-term condition
BBgA.,,LYMPHOMA,,"[M]Malignant lymphoma, centroblastic-centrocytic, diffuse",Long-term condition
BBgB.,,LYMPHOMA,,"[M]Malignant lymphoma, follicular centre cell NOS",Long-term condition
BBgC.,,LYMPHOMA,,[M]Lymphocytic lymphoma NOS,Long-term condition
BBgD.,,LYMPHOMA,,"[M]Malig lymphoma, lymphocytic, intermediate different NOS",Long-term condition
BBgE.,,LYMPHOMA,,"[M]Malignant lymphoma, centrocytic",Long-term condition
BBgF.,,LYMPHOMA,,"[M]Malignant lymphoma, follicular centre cell, cleaved NOS",Long-term condition
BBgG.,,LYMPHOMA,,[M]Lymphoblastic lymphoma NOS,Long-term condition
BBgH.,,LYMPHOMA,,[M]Prolymphocytic lymphosarcoma,Long-term condition
BBgJ.,,LYMPHOMA,,"[M]Malignant lymphoma, centroblastic type NOS",Long-term condition
BBgK.,,LYMPHOMA,,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS",Long-term condition
BBgL.,,LYMPHOMA,,"[M]Malignant lymphoma, small lymphocytic NOS",Long-term condition
BBgM.,,LYMPHOMA,,"[M]Malignant lymphoma, small cleaved cell, diffuse",Long-term condition
BBgN.,,LYMPHOMA,,"[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse",Long-term condition
BBgP.,,LYMPHOMA,,"[M]Malignant lymphoma, mixed small and large cell, diffuse",Long-term condition
BBgQ.,,LYMPHOMA,,[M]Malignant lymphomatous polyposis,Long-term condition
BBgR.,,LYMPHOMA,,"[M]Malignant lymphoma, large cell, diffuse NOS",Long-term condition
BBgS.,,LYMPHOMA,,"[M]Malignant lymphoma, large cell, cleaved, diffuse",Long-term condition
BBgT.,,LYMPHOMA,,"[M]Malignant lymphoma, large cell, noncleaved, diffuse",Long-term condition
BBgV.,,LYMPHOMA,,"[M]Malignant lymphoma, small cell, noncleaved, diffuse",Long-term condition
BBgz.,,LYMPHOMA,,"[M]Lymphoma, diffuse or NOS",Long-term condition
BBh..,,LYMPHOMA,,[M]Reticulosarcomas,Long-term condition
BBh0.,,LYMPHOMA,,[M]Reticulum cell sarcoma NOS,Long-term condition
BBh1.,,LYMPHOMA,,"[M]Reticulosarcoma, pleomorphic cell type",Long-term condition
BBh2.,,LYMPHOMA,,"[M]Reticulosarcoma, nodular",Long-term condition
BBhz.,,LYMPHOMA,,[M]Reticulosarcoma NOS,Long-term condition
BBj..,,LYMPHOMA,,[M]Hodgkin's disease,Long-term condition
BBj0.,,LYMPHOMA,,[M]Hodgkin's disease NOS,Long-term condition
BBj1.,,LYMPHOMA,,"[M]Hodgkin's disease, lymphocytic predominance",Long-term condition
BBj10,,LYMPHOMA,,"[M]Hodgkin,s disease, lymphocytic predominance, diffuse",Long-term condition
BBj11,,LYMPHOMA,,"[M]Hodgkin,s disease, lymphocytic predominance, nodular",Long-term condition
BBj2.,,LYMPHOMA,,"[M]Hodgkin's disease, mixed cellularity",Long-term condition
BBj3.,,LYMPHOMA,,"[M]Hodgkin's disease, lymphocytic depletion NOS",Long-term condition
BBj4.,,LYMPHOMA,,"[M]Hodgkin's disease,lymphocytic depletion,diffuse fibrosis",Long-term condition
BBj5.,,LYMPHOMA,,"[M]Hodgkin's disease, lymphocytic depletion, reticular type",Long-term condition
BBj6.,,LYMPHOMA,,"[M]Hodgkin's disease, nodular sclerosis NOS",Long-term condition
BBj60,,LYMPHOMA,,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predom",Long-term condition
BBj61,,LYMPHOMA,,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity",Long-term condition
BBj62,,LYMPHOMA,,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic deplet",Long-term condition
BBj7.,,LYMPHOMA,,"[M]Hodgkin's disease, nodular sclerosis, cellular phase",Long-term condition
BBj8.,,LYMPHOMA,,[M]Hodgkin's paragranuloma,Long-term condition
BBj9.,,LYMPHOMA,,[M]Hodgkin's granuloma,Long-term condition
BBjA.,,LYMPHOMA,,[M]Hodgkin's sarcoma,Long-term condition
BBjz.,,LYMPHOMA,,[M]Hodgkin's disease NOS,Long-term condition
BBk..,,LYMPHOMA,,"[M]Lymphomas, nodular or follicular",Long-term condition
BBk0.,,LYMPHOMA,,[M]Follicular lymphosarcoma NOS,Long-term condition
BBk1.,,LYMPHOMA,,"[M]Reticulolymphosarcoma, follicular",Long-term condition
BBk2.,,LYMPHOMA,,"[M]Malignant lymphoma, centroblastic-centrocytic, follicular",Long-term condition
BBk3.,,LYMPHOMA,,"[M]Malig lymphoma, lymphocytic, well differentiated,nodular",Long-term condition
BBk4.,,LYMPHOMA,,"[M]Malig lymp, lymphocytic, intermediate different, nodular",Long-term condition
BBk5.,,LYMPHOMA,,"[M]Malig lymp, follicular centre cell, cleaved, follicular",Long-term condition
BBk6.,,LYMPHOMA,,"[M]Malig lymp, lymphocytic, poorly differentiated, nodular",Long-term condition
BBk7.,,LYMPHOMA,,"[M]Malignant lymphoma, centroblastic type, follicular",Long-term condition
BBkz.,,LYMPHOMA,,"[M]Lymphoma, nodular or follicular NOS",Long-term condition
BBl..,,LYMPHOMA,,[M]Mycosis fungoides,Long-term condition
BBl0.,,LYMPHOMA,,[M]Mycosis fungoides,Long-term condition
BBl1.,,LYMPHOMA,,[M]Sezary's disease,Long-term condition
BBlz.,,LYMPHOMA,,[M]Mycosis fungoides NOS,Long-term condition
BBm1.,,LYMPHOMA,,[M]Malignant histiocytosis,Long-term condition
BBm3.,,LYMPHOMA,,[M]Acute progressive histiocytosis X,Long-term condition
BBm4.,,LYMPHOMA,,[M]True histiocytic lymphoma,Long-term condition
BBm5.,,LYMPHOMA,,[M] Peripheral T-cell lymphoma NOS,Long-term condition
BBm9.,,LYMPHOMA,,[M] Monocytoid B-cell lymphoma,Long-term condition
BBmD.,,LYMPHOMA,,[M] Cutaneous lymphoma,Long-term condition
BBmG.,,LYMPHOMA,,[M] Immunoproliferative small intestinal disease,Long-term condition
BBmH.,,LYMPHOMA,,[M] Large cell lymphoma,Long-term condition
BBmK.,,LYMPHOMA,,[M]Waldenstrom's macroglobulinaemia,Long-term condition
BBp1.,,LYMPHOMA,,[M]Mast cell sarcoma,Long-term condition
BBp2.,,LYMPHOMA,,[M]Malignant mastocytosis,Long-term condition
BBq..,,LYMPHOMA,,[M]Burkitt's tumours,Long-term condition
BBq0.,,LYMPHOMA,,[M]Burkitt's tumour,Long-term condition
BBqz.,,LYMPHOMA,,[M]Burkitt's tumour NOS,Long-term condition
BBr27,,LYMPHOMA,,[M]Adult T-cell leukaemia/lymphoma,Long-term condition
BBr5.,,LYMPHOMA,,[M]Lymphosarcoma cell leukaemias,Long-term condition
BBr50,,LYMPHOMA,,[M]Lymphosarcoma cell leukaemia,Long-term condition
BBr5z,,LYMPHOMA,,[M]Lymphosarcoma cell leukaemia NOS,Long-term condition
BBv0.,,LYMPHOMA,,[M]Monocytoid B-cell lymphoma,Long-term condition
BBv2.,,LYMPHOMA,,[M]AngiocentricT-cell lymphoma,Long-term condition
ByuD.,,LYMPHOMA,,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela",Long-term condition
ByuD0,,LYMPHOMA,,[X]Other Hodgkin's disease,Long-term condition
ByuD1,,LYMPHOMA,,[X]Other types of follicular non-Hodgkin's lymphoma,Long-term condition
ByuD2,,LYMPHOMA,,[X]Other types of diffuse non-Hodgkin's lymphoma,Long-term condition
ByuD3,,LYMPHOMA,,[X]Other specified types of non-Hodgkin's lymphoma,Long-term condition
ByuD4,,LYMPHOMA,,[X]Other malignant immunoproliferative diseases,Long-term condition
ByuDA,,LYMPHOMA,,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue",Long-term condition
ByuDB,,LYMPHOMA,,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf",Long-term condition
ByuDC,,LYMPHOMA,,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",Long-term condition
ByuDD,,LYMPHOMA,,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas,Long-term condition
ByuDE,,LYMPHOMA,,[X]Unspecified B-cell non-Hodgkin's lymphoma,Long-term condition
ByuDF,,LYMPHOMA,,[X]Non-Hodgkin's lymphoma NOS,Long-term condition
C333.,,LYMPHOMA,,Macroglobulinaemia,Long-term condition
C3330,,LYMPHOMA,,Waldenstrom's macroglobulinaemia,Long-term condition
C333z,,LYMPHOMA,,Macroglobulinaemia NOS,Long-term condition
C37y0,,LYMPHOMA,,Hand - Schuller - Christian disease,Long-term condition
C37y5,,LYMPHOMA,,"Histiocytosis X , chronic",Long-term condition
C37y6,,LYMPHOMA,,"Histiocytosis X , unspecified",Long-term condition
C37yB,,LYMPHOMA,,Langerhans' cell histiocytosis,Long-term condition
C37yz,,LYMPHOMA,,Histiocytosis X (chronic),Long-term condition
Dyu44,,LYMPHOMA,,[X]Other histiocytosis syndromes,Long-term condition
G753.,,LYMPHOMA,,Lethal midline granuloma,Long-term condition
M1628,,LYMPHOMA,,Lymphomatoid papulosis,Long-term condition
ZV107,,LYMPHOMA,,[V]Personal history of Hodgkin's disease,Long-term condition
ZVu6G,,LYMPHOMA,,"[X]Personl hist/oth mal neop/lymphd,h'matopoietc+relat tissu",Long-term condition
