code,DESCRIPTION_EXTERNAL ,MELDB_concept,description,DESCRIPTION,CONCEPT TYPE
P74z8,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Atresia of pulmonary vein,Long-term condition
P74zz,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Other great vein anomaly NOS,Long-term condition
P76..,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Other congenital anomalies of peripheral veins,Long-term condition
P760.,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Absence of artery NEC,Long-term condition
P761.,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Anomaly of artery NEC,Long-term condition
P762.,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Atresia of artery NEC,Long-term condition
P763.,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Absence of vein NEC,Long-term condition
P7X..,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,"Congenital malformation of great arteries, unspecified",Long-term condition
PK33.,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Complete situs inversus with dextrocardia,Long-term condition
PK34.,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Situs inversus with levocardia,Long-term condition
Pyu20,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other cong malformatn of cardiac chambers & connections,Long-term condition
Pyu21,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of cardiac septa,Long-term condition
Pyu22,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of pulmonary valve,Long-term condition
Pyu23,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of tricuspid valve,Long-term condition
Pyu24,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of aortic & mitral valves,Long-term condition
Pyu25,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other specified congenital malformations of the heart,Long-term condition
Pyu26,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of aorta,Long-term condition
Pyu27,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of pulmonary artery,Long-term condition
Pyu28,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of great arteries,Long-term condition
Pyu29,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Other congenital malformations of great veins,Long-term condition
Pyu2F,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Congenital malforms of cardiac chambers+connections unsp,Long-term condition
Pyu2G,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,"[X]Congenital malformation of tricuspid valve, unspecified",Long-term condition
Pyu2H,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,[X]Congenital malformation of aortic and mitral valves unsp,Long-term condition
Pyu2J,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,"[X]Congenital malformation of great arteries, unspecified",Long-term condition
Q48y1,,CONGENITAL_DIS_CHROMOSOMAL_ABNORMALITIES,,Congenital cardiac failure,Long-term condition
